SystemCodeNumber,Capacity,Occupancy,LastUpdated,occupancy_rate
BHMBRCBRG03,849,157,2016-11-14 10:27:38,0.18492343934040048
BHMEURBRD01,470,372,2016-11-14 10:27:38,0.7914893617021277
BHMEURBRD02,220,198,2016-11-14 10:27:38,0.9
BHMMBMMBX01,687,408,2016-11-14 10:27:38,0.5938864628820961
BHMNCPHST01,1200,673,2016-11-14 10:27:38,0.5608333333333333
BHMNCPLDH01,720,656,2016-11-14 10:27:38,0.9111111111111111
BHMNCPNHS01,500,447,2016-11-14 10:27:38,0.894
BHMNCPNST01,485,268,2016-11-14 10:27:38,0.5525773195876289
BHMNCPPLS01,450,32,2016-11-14 10:27:38,0.07111111111111111
BHMNCPRAN01,600,518,2016-11-14 10:27:38,0.8633333333333333
Broad Street,690,570,2016-11-14 10:27:38,0.8260869565217391
Bull Ring,3053,846,2016-11-14 10:27:38,0.277104487389453
NIA Car Parks,1268,200,2016-11-14 10:27:38,0.15772870662460567
NIA South,788,193,2016-11-14 10:27:38,0.24492385786802032
Others-CCCPS105a,2009,918,2016-11-14 10:27:38,0.4569437531110005
Others-CCCPS119a,2803,412,2016-11-14 10:27:38,0.14698537281484125
Others-CCCPS133,4675,1554,2016-11-14 10:27:38,0.33240641711229946
Others-CCCPS135a,3883,3005,2016-11-14 10:27:38,0.773886170486737
Others-CCCPS202,2937,1047,2016-11-14 10:27:38,0.3564862104187947
Others-CCCPS8,1322,510,2016-11-14 10:27:38,0.3857791225416036
Others-CCCPS98,3103,878,2016-11-14 10:27:38,0.28295198195294874
Shopping,1920,1329,2016-11-14 10:27:38,0.6921875
BHMBCCMKT01,577,129,2016-11-14 11:00:39,0.22357019064124783
BHMBCCPST01,317,107,2016-11-14 11:00:39,0.33753943217665616
BHMBCCSNH01,863,743,2016-11-14 11:00:39,0.8609501738122828
BHMBCCTHL01,387,247,2016-11-14 11:00:39,0.6382428940568475
BHMBRCBRG01,1010,523,2016-11-14 11:00:39,0.5178217821782178
BHMBRCBRG02,1194,400,2016-11-14 11:00:39,0.33500837520938026
BHMBRCBRG03,849,185,2016-11-14 11:00:39,0.21790341578327443
BHMEURBRD01,470,385,2016-11-14 11:00:39,0.8191489361702128
BHMEURBRD02,220,202,2016-11-14 11:00:39,0.9181818181818182
BHMMBMMBX01,687,442,2016-11-14 11:00:39,0.6433770014556041
BHMNCPHST01,1200,707,2016-11-14 11:00:39,0.5891666666666666
BHMNCPLDH01,720,668,2016-11-14 11:00:39,0.9277777777777778
BHMNCPNHS01,500,465,2016-11-14 11:00:39,0.93
BHMNCPNST01,485,276,2016-11-14 11:00:39,0.5690721649484536
BHMNCPPLS01,450,49,2016-11-14 11:00:39,0.10888888888888888
BHMNCPRAN01,600,544,2016-11-14 11:00:39,0.9066666666666666
Broad Street,690,587,2016-11-14 11:00:39,0.8507246376811595
Bull Ring,3053,1108,2016-11-14 11:00:39,0.3629217163445791
NIA Car Parks,1268,208,2016-11-14 11:00:39,0.1640378548895899
NIA South,788,207,2016-11-14 11:00:39,0.2626903553299492
Others-CCCPS105a,2009,1014,2016-11-14 11:00:39,0.5047287207565954
Others-CCCPS119a,2803,457,2016-11-14 11:00:39,0.16303960042811275
Others-CCCPS133,4675,1875,2016-11-14 11:00:39,0.40106951871657753
Others-CCCPS135a,3883,3127,2016-11-14 11:00:39,0.8053051764099923
Others-CCCPS202,2937,1110,2016-11-14 11:00:39,0.37793667007150156
Others-CCCPS8,1322,572,2016-11-14 11:00:39,0.43267776096822996
Others-CCCPS98,3103,928,2016-11-14 11:00:39,0.29906542056074764
Shopping,1920,1375,2016-11-14 11:00:39,0.7161458333333334
BHMBCCMKT01,577,135,2016-11-14 11:27:40,0.2339688041594454
BHMBCCPST01,317,107,2016-11-14 11:27:40,0.33753943217665616
BHMBCCSNH01,863,741,2016-11-14 11:27:40,0.8586326767091541
BHMBCCTHL01,387,258,2016-11-14 11:27:40,0.6666666666666666
BHMBRCBRG01,1010,603,2016-11-14 11:27:40,0.597029702970297
BHMBRCBRG02,1194,473,2016-11-14 11:27:40,0.3961474036850921
BHMBRCBRG03,849,201,2016-11-14 11:27:40,0.23674911660777384
BHMEURBRD01,470,401,2016-11-14 11:27:40,0.8531914893617021
BHMEURBRD02,220,204,2016-11-14 11:27:40,0.9272727272727272
BHMMBMMBX01,687,455,2016-11-14 11:27:40,0.6622998544395924
BHMNCPHST01,1200,725,2016-11-14 11:27:40,0.6041666666666666
BHMNCPLDH01,720,676,2016-11-14 11:27:40,0.9388888888888889
BHMNCPNHS01,500,473,2016-11-14 11:27:40,0.946
BHMNCPNST01,485,285,2016-11-14 11:27:40,0.5876288659793815
BHMNCPPLS01,450,60,2016-11-14 11:27:40,0.13333333333333333
BHMNCPRAN01,600,544,2016-11-14 11:27:40,0.9066666666666666
Broad Street,690,605,2016-11-14 11:27:40,0.8768115942028986
Bull Ring,3053,1277,2016-11-14 11:27:40,0.4182771044873895
NIA Car Parks,1268,217,2016-11-14 11:27:40,0.17113564668769715
NIA South,788,217,2016-11-14 11:27:40,0.2753807106598985
Others-CCCPS105a,2009,1058,2016-11-14 11:27:40,0.5266301642608263
Others-CCCPS119a,2803,477,2016-11-14 11:27:40,0.17017481270067786
Others-CCCPS133,4675,2077,2016-11-14 11:27:40,0.44427807486631016
Others-CCCPS135a,3883,3159,2016-11-14 11:27:40,0.8135462271439609
Others-CCCPS202,2937,1140,2016-11-14 11:27:40,0.3881511746680286
Others-CCCPS8,1322,603,2016-11-14 11:27:40,0.45612708018154313
Others-CCCPS98,3103,959,2016-11-14 11:27:40,0.309055752497583
Shopping,1920,1401,2016-11-14 11:27:40,0.7296875
BHMBCCMKT01,577,158,2016-11-14 12:00:37,0.2738301559792028
BHMBCCPST01,317,120,2016-11-14 12:00:37,0.3785488958990536
BHMBCCSNH01,863,746,2016-11-14 12:00:37,0.8644264194669756
BHMBCCTHL01,387,276,2016-11-14 12:00:37,0.7131782945736435
BHMBRCBRG01,1010,685,2016-11-14 12:00:37,0.6782178217821783
BHMBRCBRG02,1194,541,2016-11-14 12:00:37,0.45309882747068675
BHMBRCBRG03,849,224,2016-11-14 12:00:37,0.26383981154299174
BHMEURBRD01,470,419,2016-11-14 12:00:37,0.8914893617021277
BHMEURBRD02,220,216,2016-11-14 12:00:37,0.9818181818181818
BHMMBMMBX01,687,466,2016-11-14 12:00:37,0.6783114992721979
BHMNCPHST01,1200,756,2016-11-14 12:00:37,0.63
BHMNCPLDH01,720,679,2016-11-14 12:00:37,0.9430555555555555
BHMNCPNHS01,500,491,2016-11-14 12:00:37,0.982
BHMNCPNST01,485,293,2016-11-14 12:00:37,0.6041237113402061
BHMNCPPLS01,450,73,2016-11-14 12:00:37,0.1622222222222222
BHMNCPRAN01,600,543,2016-11-14 12:00:37,0.905
Broad Street,690,635,2016-11-14 12:00:37,0.9202898550724637
Bull Ring,3053,1450,2016-11-14 12:00:37,0.4749426793318048
NIA Car Parks,1268,229,2016-11-14 12:00:37,0.1805993690851735
NIA South,788,228,2016-11-14 12:00:37,0.2893401015228426
Others-CCCPS105a,2009,1108,2016-11-14 12:00:37,0.5515181682429069
Others-CCCPS119a,2803,506,2016-11-14 12:00:37,0.18052087049589724
Others-CCCPS133,4675,2282,2016-11-14 12:00:37,0.4881283422459893
Others-CCCPS135a,3883,3215,2016-11-14 12:00:37,0.8279680659284059
Others-CCCPS202,2937,1204,2016-11-14 12:00:37,0.40994211780728634
Others-CCCPS8,1322,642,2016-11-14 12:00:37,0.4856278366111952
Others-CCCPS98,3103,989,2016-11-14 12:00:37,0.3187238156622623
Shopping,1920,1435,2016-11-14 12:00:37,0.7473958333333334
BHMNCPNHS01,500,498,2016-11-14 12:20:41,0.996
BHMBCCMKT01,577,154,2016-11-14 12:27:39,0.2668977469670711
BHMBCCPST01,317,128,2016-11-14 12:27:39,0.4037854889589905
BHMBCCSNH01,863,746,2016-11-14 12:27:39,0.8644264194669756
BHMBCCTHL01,387,293,2016-11-14 12:27:39,0.7571059431524548
BHMBRCBRG01,1010,703,2016-11-14 12:27:39,0.696039603960396
BHMBRCBRG02,1194,594,2016-11-14 12:27:39,0.49748743718592964
BHMBRCBRG03,849,232,2016-11-14 12:27:39,0.27326266195524146
BHMEURBRD01,470,422,2016-11-14 12:27:39,0.8978723404255319
BHMEURBRD02,220,198,2016-11-14 12:27:39,0.9
BHMMBMMBX01,687,475,2016-11-14 12:27:39,0.6914119359534207
BHMNCPHST01,1200,756,2016-11-14 12:27:39,0.63
BHMNCPLDH01,720,681,2016-11-14 12:27:39,0.9458333333333333
BHMNCPNST01,485,291,2016-11-14 12:27:39,0.6
BHMNCPPLS01,450,71,2016-11-14 12:27:39,0.15777777777777777
BHMNCPRAN01,600,535,2016-11-14 12:27:39,0.8916666666666667
Broad Street,690,620,2016-11-14 12:27:39,0.8985507246376812
Bull Ring,3053,1529,2016-11-14 12:27:39,0.5008188666885031
NIA Car Parks,1268,231,2016-11-14 12:27:39,0.18217665615141956
NIA South,788,229,2016-11-14 12:27:39,0.2906091370558376
Others-CCCPS105a,2009,1130,2016-11-14 12:27:39,0.5624688899950224
Others-CCCPS119a,2803,525,2016-11-14 12:27:39,0.1872993221548341
Others-CCCPS133,4675,2366,2016-11-14 12:27:39,0.506096256684492
Others-CCCPS135a,3883,3217,2016-11-14 12:27:39,0.8284831315992789
Others-CCCPS202,2937,1203,2016-11-14 12:27:39,0.40960163432073543
Others-CCCPS8,1322,655,2016-11-14 12:27:39,0.49546142208774585
Others-CCCPS98,3103,998,2016-11-14 12:27:39,0.3216242346116661
Shopping,1920,1437,2016-11-14 12:27:39,0.7484375
BHMBCCMKT01,577,163,2016-11-14 13:00:38,0.2824956672443674
BHMBCCPST01,317,131,2016-11-14 13:00:38,0.41324921135646686
BHMBCCSNH01,863,760,2016-11-14 13:00:38,0.880648899188876
BHMBCCTHL01,387,304,2016-11-14 13:00:38,0.7855297157622739
BHMBRCBRG01,1010,753,2016-11-14 13:00:38,0.7455445544554455
BHMBRCBRG02,1194,605,2016-11-14 13:00:38,0.5067001675041876
BHMBRCBRG03,849,238,2016-11-14 13:00:38,0.28032979976442873
BHMEURBRD01,470,426,2016-11-14 13:00:38,0.9063829787234042
BHMEURBRD02,220,203,2016-11-14 13:00:38,0.9227272727272727
BHMMBMMBX01,687,487,2016-11-14 13:00:38,0.7088791848617176
BHMNCPHST01,1200,771,2016-11-14 13:00:38,0.6425
BHMNCPLDH01,720,688,2016-11-14 13:00:38,0.9555555555555556
BHMNCPNHS01,500,500,2016-11-14 13:00:38,1.0
BHMNCPNST01,485,291,2016-11-14 13:00:38,0.6
BHMNCPPLS01,450,73,2016-11-14 13:00:38,0.1622222222222222
BHMNCPRAN01,600,538,2016-11-14 13:00:38,0.8966666666666666
Broad Street,690,629,2016-11-14 13:00:38,0.9115942028985508
Bull Ring,3053,1596,2016-11-14 13:00:38,0.5227644939403865
NIA Car Parks,1268,228,2016-11-14 13:00:38,0.17981072555205047
NIA South,788,230,2016-11-14 13:00:38,0.2918781725888325
Others-CCCPS105a,2009,1155,2016-11-14 13:00:38,0.5749128919860628
Others-CCCPS119a,2803,534,2016-11-14 13:00:38,0.1905101676774884
Others-CCCPS133,4675,2447,2016-11-14 13:00:38,0.5234224598930481
Others-CCCPS135a,3883,3257,2016-11-14 13:00:38,0.8387844450167397
Others-CCCPS202,2937,1224,2016-11-14 13:00:38,0.4167517875383044
Others-CCCPS8,1322,668,2016-11-14 13:00:38,0.5052950075642966
Others-CCCPS98,3103,1008,2016-11-14 13:00:38,0.32484692233322593
Shopping,1920,1459,2016-11-14 13:00:38,0.7598958333333333
BHMBCCMKT01,577,152,2016-11-14 13:27:41,0.2634315424610052
BHMBCCPST01,317,133,2016-11-14 13:27:41,0.4195583596214511
BHMBCCSNH01,863,761,2016-11-14 13:27:41,0.8818076477404403
BHMBCCTHL01,387,315,2016-11-14 13:27:41,0.813953488372093
BHMBRCBRG01,1010,770,2016-11-14 13:27:41,0.7623762376237624
BHMBRCBRG02,1194,621,2016-11-14 13:27:41,0.5201005025125628
BHMBRCBRG03,849,244,2016-11-14 13:27:41,0.287396937573616
BHMEURBRD01,470,424,2016-11-14 13:27:41,0.902127659574468
BHMEURBRD02,220,205,2016-11-14 13:27:41,0.9318181818181818
BHMMBMMBX01,687,487,2016-11-14 13:27:41,0.7088791848617176
BHMNCPHST01,1200,769,2016-11-14 13:27:41,0.6408333333333334
BHMNCPLDH01,720,691,2016-11-14 13:27:41,0.9597222222222223
BHMNCPNHS01,500,496,2016-11-14 13:27:41,0.992
BHMNCPNST01,485,289,2016-11-14 13:27:41,0.5958762886597938
BHMNCPPLS01,450,76,2016-11-14 13:27:41,0.1688888888888889
BHMNCPRAN01,600,545,2016-11-14 13:27:41,0.9083333333333333
Broad Street,690,629,2016-11-14 13:27:41,0.9115942028985508
Bull Ring,3053,1635,2016-11-14 13:27:41,0.535538814281035
NIA Car Parks,1268,230,2016-11-14 13:27:41,0.18138801261829654
NIA South,788,230,2016-11-14 13:27:41,0.2918781725888325
Others-CCCPS105a,2009,1167,2016-11-14 13:27:41,0.5808860129417621
Others-CCCPS119a,2803,547,2016-11-14 13:27:41,0.19514805565465573
Others-CCCPS133,4675,2487,2016-11-14 13:27:41,0.5319786096256685
Others-CCCPS135a,3883,3262,2016-11-14 13:27:41,0.8400721091939223
Others-CCCPS202,2937,1234,2016-11-14 13:27:41,0.4201566224038134
Others-CCCPS8,1322,680,2016-11-14 13:27:41,0.5143721633888049
Others-CCCPS98,3103,1008,2016-11-14 13:27:41,0.32484692233322593
Shopping,1920,1460,2016-11-14 13:27:41,0.7604166666666666
BHMBCCMKT01,577,143,2016-11-14 14:00:38,0.24783362218370883
BHMBCCPST01,317,125,2016-11-14 14:00:38,0.3943217665615142
BHMBCCSNH01,863,769,2016-11-14 14:00:38,0.8910776361529548
BHMBCCTHL01,387,317,2016-11-14 14:00:38,0.8191214470284238
BHMBRCBRG01,1010,732,2016-11-14 14:00:38,0.7247524752475247
BHMBRCBRG02,1194,611,2016-11-14 14:00:38,0.5117252931323283
BHMBRCBRG03,849,242,2016-11-14 14:00:38,0.2850412249705536
BHMEURBRD01,470,433,2016-11-14 14:00:38,0.9212765957446809
BHMEURBRD02,220,203,2016-11-14 14:00:38,0.9227272727272727
BHMMBMMBX01,687,483,2016-11-14 14:00:38,0.7030567685589519
BHMNCPHST01,1200,756,2016-11-14 14:00:38,0.63
BHMNCPLDH01,720,691,2016-11-14 14:00:38,0.9597222222222223
BHMNCPNHS01,500,483,2016-11-14 14:00:38,0.966
BHMNCPNST01,485,278,2016-11-14 14:00:38,0.5731958762886598
BHMNCPPLS01,450,77,2016-11-14 14:00:38,0.1711111111111111
BHMNCPRAN01,600,553,2016-11-14 14:00:38,0.9216666666666666
Broad Street,690,636,2016-11-14 14:00:38,0.9217391304347826
Bull Ring,3053,1585,2016-11-14 14:00:38,0.5191614805109728
NIA Car Parks,1268,227,2016-11-14 14:00:38,0.17902208201892744
NIA South,788,227,2016-11-14 14:00:38,0.2880710659898477
Others-CCCPS105a,2009,1155,2016-11-14 14:00:38,0.5749128919860628
Others-CCCPS119a,2803,546,2016-11-14 14:00:38,0.19479129504102746
Others-CCCPS133,4675,2423,2016-11-14 14:00:38,0.518288770053476
Others-CCCPS135a,3883,3252,2016-11-14 14:00:38,0.837496780839557
Others-CCCPS202,2937,1231,2016-11-14 14:00:38,0.4191351719441607
Others-CCCPS8,1322,672,2016-11-14 14:00:38,0.5083207261724659
Others-CCCPS98,3103,990,2016-11-14 14:00:38,0.3190460844344183
Shopping,1920,1447,2016-11-14 14:00:38,0.7536458333333333
BHMNCPNST01,485,271,2016-11-14 14:27:40,0.5587628865979382
BHMBCCMKT01,577,126,2016-11-14 14:33:40,0.21837088388214904
BHMBCCPST01,317,114,2016-11-14 14:33:40,0.35962145110410093
BHMBCCSNH01,863,743,2016-11-14 14:33:40,0.8609501738122828
BHMBCCTHL01,387,301,2016-11-14 14:33:40,0.7777777777777778
BHMBRCBRG01,1010,707,2016-11-14 14:33:40,0.7
BHMBRCBRG02,1194,569,2016-11-14 14:33:40,0.4765494137353434
BHMBRCBRG03,849,236,2016-11-14 14:33:40,0.2779740871613663
BHMEURBRD01,470,417,2016-11-14 14:33:40,0.8872340425531915
BHMEURBRD02,220,205,2016-11-14 14:33:40,0.9318181818181818
BHMMBMMBX01,687,454,2016-11-14 14:33:40,0.660844250363901
BHMNCPHST01,1200,745,2016-11-14 14:33:40,0.6208333333333333
BHMNCPLDH01,720,692,2016-11-14 14:33:40,0.9611111111111111
BHMNCPNHS01,500,469,2016-11-14 14:33:40,0.938
BHMNCPPLS01,450,74,2016-11-14 14:33:40,0.16444444444444445
BHMNCPRAN01,600,554,2016-11-14 14:33:40,0.9233333333333333
Broad Street,690,622,2016-11-14 14:33:40,0.9014492753623189
Bull Ring,3053,1512,2016-11-14 14:33:40,0.495250573206682
NIA Car Parks,1268,223,2016-11-14 14:33:40,0.17586750788643532
NIA South,788,223,2016-11-14 14:33:40,0.282994923857868
Others-CCCPS105a,2009,1099,2016-11-14 14:33:40,0.5470383275261324
Others-CCCPS119a,2803,526,2016-11-14 14:33:40,0.18765608276846235
Others-CCCPS133,4675,2310,2016-11-14 14:33:40,0.49411764705882355
Others-CCCPS135a,3883,3203,2016-11-14 14:33:40,0.8248776719031676
Others-CCCPS202,2937,1193,2016-11-14 14:33:40,0.4061967994552264
Others-CCCPS8,1322,645,2016-11-14 14:33:40,0.48789712556732223
Others-CCCPS98,3103,949,2016-11-14 14:33:40,0.3058330647760232
Shopping,1920,1437,2016-11-14 14:33:40,0.7484375
BHMNCPNST01,485,274,2016-11-14 14:53:39,0.5649484536082474
BHMBCCMKT01,577,121,2016-11-14 15:00:38,0.2097053726169844
BHMBCCPST01,317,114,2016-11-14 15:00:38,0.35962145110410093
BHMBCCSNH01,863,726,2016-11-14 15:00:38,0.8412514484356894
BHMBCCTHL01,387,277,2016-11-14 15:00:38,0.7157622739018088
BHMBRCBRG01,1010,637,2016-11-14 15:00:38,0.6306930693069307
BHMBRCBRG02,1194,554,2016-11-14 15:00:38,0.4639865996649916
BHMBRCBRG03,849,225,2016-11-14 15:00:38,0.26501766784452296
BHMEURBRD01,470,399,2016-11-14 15:00:38,0.8489361702127659
BHMEURBRD02,220,197,2016-11-14 15:00:38,0.8954545454545455
BHMMBMMBX01,687,435,2016-11-14 15:00:38,0.6331877729257642
BHMNCPHST01,1200,720,2016-11-14 15:00:38,0.6
BHMNCPLDH01,720,681,2016-11-14 15:00:38,0.9458333333333333
BHMNCPNHS01,500,450,2016-11-14 15:00:38,0.9
BHMNCPPLS01,450,67,2016-11-14 15:00:38,0.14888888888888888
BHMNCPRAN01,600,542,2016-11-14 15:00:38,0.9033333333333333
Broad Street,690,596,2016-11-14 15:00:38,0.863768115942029
Bull Ring,3053,1416,2016-11-14 15:00:38,0.46380609236816245
NIA Car Parks,1268,219,2016-11-14 15:00:38,0.17271293375394323
NIA South,788,218,2016-11-14 15:00:38,0.2766497461928934
Others-CCCPS105a,2009,1053,2016-11-14 15:00:38,0.5241413638626182
Others-CCCPS119a,2803,498,2016-11-14 15:00:38,0.1776667855868712
Others-CCCPS133,4675,2192,2016-11-14 15:00:38,0.4688770053475936
Others-CCCPS135a,3883,3119,2016-11-14 15:00:38,0.8032449137265001
Others-CCCPS202,2937,1147,2016-11-14 15:00:38,0.3905345590738849
Others-CCCPS8,1322,618,2016-11-14 15:00:38,0.46747352496217853
Others-CCCPS98,3103,930,2016-11-14 15:00:38,0.2997099581050596
Shopping,1920,1401,2016-11-14 15:00:38,0.7296875
BHMNCPNST01,485,273,2016-11-14 15:20:39,0.5628865979381443
BHMBCCMKT01,577,113,2016-11-14 15:27:42,0.19584055459272098
BHMBCCPST01,317,100,2016-11-14 15:27:42,0.31545741324921134
BHMBCCSNH01,863,670,2016-11-14 15:27:42,0.776361529548088
BHMBCCTHL01,387,252,2016-11-14 15:27:42,0.6511627906976745
BHMBRCBRG01,1010,569,2016-11-14 15:27:42,0.5633663366336633
BHMBRCBRG02,1194,526,2016-11-14 15:27:42,0.440536013400335
BHMBRCBRG03,849,218,2016-11-14 15:27:42,0.25677267373380447
BHMEURBRD01,470,378,2016-11-14 15:27:42,0.8042553191489362
BHMEURBRD02,220,192,2016-11-14 15:27:42,0.8727272727272727
BHMMBMMBX01,687,404,2016-11-14 15:27:42,0.5880640465793304
BHMNCPHST01,1200,685,2016-11-14 15:27:42,0.5708333333333333
BHMNCPLDH01,720,656,2016-11-14 15:27:42,0.9111111111111111
BHMNCPNHS01,500,433,2016-11-14 15:27:42,0.866
BHMNCPPLS01,450,55,2016-11-14 15:27:42,0.12222222222222222
BHMNCPRAN01,600,520,2016-11-14 15:27:42,0.8666666666666667
Broad Street,690,570,2016-11-14 15:27:42,0.8260869565217391
Bull Ring,3053,1313,2016-11-14 15:27:42,0.43006878480183425
NIA Car Parks,1268,203,2016-11-14 15:27:42,0.16009463722397477
NIA South,788,204,2016-11-14 15:27:42,0.25888324873096447
Others-CCCPS105a,2009,982,2016-11-14 15:27:42,0.4888003982080637
Others-CCCPS119a,2803,456,2016-11-14 15:27:42,0.16268283981448448
Others-CCCPS133,4675,2043,2016-11-14 15:27:42,0.4370053475935829
Others-CCCPS135a,3883,2964,2016-11-14 15:27:42,0.7633273242338399
Others-CCCPS202,2937,1098,2016-11-14 15:27:42,0.3738508682328907
Others-CCCPS8,1322,578,2016-11-14 15:27:42,0.4372163388804841
Others-CCCPS98,3103,879,2016-11-14 15:27:42,0.28327425072510476
Shopping,1920,1341,2016-11-14 15:27:42,0.6984375
BHMBCCMKT01,577,103,2016-11-14 16:00:39,0.17850953206239167
BHMBCCPST01,317,95,2016-11-14 16:00:39,0.2996845425867508
BHMBCCSNH01,863,630,2016-11-14 16:00:39,0.7300115874855156
BHMBCCTHL01,387,241,2016-11-14 16:00:39,0.6227390180878553
BHMBRCBRG01,1010,522,2016-11-14 16:00:39,0.5168316831683168
BHMBRCBRG02,1194,487,2016-11-14 16:00:39,0.40787269681742044
BHMBRCBRG03,849,215,2016-11-14 16:00:39,0.25323910482921086
BHMEURBRD01,470,356,2016-11-14 16:00:39,0.7574468085106383
BHMEURBRD02,220,174,2016-11-14 16:00:39,0.7909090909090909
BHMMBMMBX01,687,365,2016-11-14 16:00:39,0.5312954876273653
BHMNCPHST01,1200,636,2016-11-14 16:00:39,0.53
BHMNCPLDH01,720,614,2016-11-14 16:00:39,0.8527777777777777
BHMNCPNHS01,500,413,2016-11-14 16:00:39,0.826
BHMNCPNST01,485,257,2016-11-14 16:00:39,0.5298969072164949
BHMNCPPLS01,450,40,2016-11-14 16:00:39,0.08888888888888889
BHMNCPRAN01,600,485,2016-11-14 16:00:39,0.8083333333333333
Broad Street,690,530,2016-11-14 16:00:39,0.7681159420289855
Bull Ring,3053,1224,2016-11-14 16:00:39,0.4009171306911235
NIA Car Parks,1268,173,2016-11-14 16:00:39,0.13643533123028392
NIA South,788,177,2016-11-14 16:00:39,0.22461928934010153
Others-CCCPS105a,2009,903,2016-11-14 16:00:39,0.44947735191637633
Others-CCCPS119a,2803,414,2016-11-14 16:00:39,0.14769889404209774
Others-CCCPS133,4675,1886,2016-11-14 16:00:39,0.40342245989304815
Others-CCCPS135a,3883,2778,2016-11-14 16:00:39,0.7154262168426474
Others-CCCPS202,2937,1028,2016-11-14 16:00:39,0.35001702417432756
Others-CCCPS8,1322,538,2016-11-14 16:00:39,0.4069591527987897
Others-CCCPS98,3103,795,2016-11-14 16:00:39,0.25620367386400256
Shopping,1920,1250,2016-11-14 16:00:39,0.6510416666666666
BHMBCCMKT01,577,89,2016-11-14 16:27:39,0.15424610051993068
BHMBCCPST01,317,93,2016-11-14 16:27:39,0.29337539432176657
BHMBCCSNH01,863,563,2016-11-14 16:27:39,0.6523754345307068
BHMBCCTHL01,387,228,2016-11-14 16:27:39,0.5891472868217055
BHMBRCBRG01,1010,484,2016-11-14 16:27:39,0.4792079207920792
BHMBRCBRG02,1194,422,2016-11-14 16:27:39,0.35343383584589616
BHMBRCBRG03,849,198,2016-11-14 16:27:39,0.2332155477031802
BHMEURBRD01,470,326,2016-11-14 16:27:39,0.6936170212765957
BHMEURBRD02,220,158,2016-11-14 16:27:39,0.7181818181818181
BHMMBMMBX01,687,321,2016-11-14 16:27:39,0.4672489082969432
BHMNCPHST01,1200,566,2016-11-14 16:27:39,0.4716666666666667
BHMNCPLDH01,720,538,2016-11-14 16:27:39,0.7472222222222222
BHMNCPNHS01,500,372,2016-11-14 16:27:39,0.744
BHMNCPNST01,485,246,2016-11-14 16:27:39,0.5072164948453608
BHMNCPPLS01,450,33,2016-11-14 16:27:39,0.07333333333333333
BHMNCPRAN01,600,446,2016-11-14 16:27:39,0.7433333333333333
Broad Street,690,484,2016-11-14 16:27:39,0.7014492753623188
Bull Ring,3053,1104,2016-11-14 16:27:39,0.3616115296429741
NIA Car Parks,1268,157,2016-11-14 16:27:39,0.12381703470031545
NIA South,788,158,2016-11-14 16:27:39,0.20050761421319796
Others-CCCPS105a,2009,828,2016-11-14 16:27:39,0.41214534594325536
Others-CCCPS119a,2803,385,2016-11-14 16:27:39,0.13735283624687836
Others-CCCPS133,4675,1704,2016-11-14 16:27:39,0.3644919786096257
Others-CCCPS135a,3883,2485,2016-11-14 16:27:39,0.6399690960597476
Others-CCCPS202,2937,963,2016-11-14 16:27:39,0.32788559754851887
Others-CCCPS8,1322,507,2016-11-14 16:27:39,0.3835098335854766
Others-CCCPS98,3103,724,2016-11-14 16:27:39,0.23332259104092815
Shopping,1920,1104,2016-11-14 16:27:39,0.575
BHMNCPPLS01,450,13,2016-11-15 07:30:43,0.028888888888888888
BHMBCCMKT01,577,32,2016-11-15 07:57:43,0.05545927209705372
BHMBCCPST01,317,42,2016-11-15 07:57:43,0.13249211356466878
BHMBCCSNH01,863,272,2016-11-15 07:57:43,0.31517960602549244
BHMBCCTHL01,387,141,2016-11-15 07:57:43,0.3643410852713178
BHMBRCBRG01,1010,44,2016-11-15 07:57:43,0.04356435643564356
BHMBRCBRG02,1194,75,2016-11-15 07:57:43,0.06281407035175879
BHMBRCBRG03,849,61,2016-11-15 07:57:43,0.071849234393404
BHMEURBRD01,470,129,2016-11-15 07:57:43,0.274468085106383
